# N Temps_Total
2 0.000000
4 0.000000
6 0.000000
8 0.000000
10 0.000000
12 0.000001
14 0.000001
16 0.000005
18 0.000006
20 0.000012
30 0.001017
40 0.103258
50 13.002953
